Issue_ID,Summary,Description,Status,Priority,Assignee,Reporter,Created_Date,Due_Date
ISSUE-1636,Task summary 1636,Detailed description of task 1636,Done,Medium,user_20,user_5,2023-03-10 03:00:00,2023-04-10 03:00:00
ISSUE-1637,Task summary 1637,Detailed description of task 1637,In Progress,Medium,user_42,user_24,2023-03-10 04:00:00,2023-04-10 04:00:00
ISSUE-1638,Task summary 1638,Detailed description of task 1638,Done,Critical,user_46,user_38,2023-03-10 05:00:00,2023-04-10 05:00:00
ISSUE-1639,Task summary 1639,Detailed description of task 1639,In Progress,High,user_27,user_11,2023-03-10 06:00:00,2023-04-10 06:00:00
ISSUE-1640,Task summary 1640,Detailed description of task 1640,In Progress,Critical,user_16,user_3,2023-03-10 07:00:00,2023-04-10 07:00:00
ISSUE-1641,Task summary 1641,Detailed description of task 1641,To Do,Low,user_32,user_47,2023-03-10 08:00:00,2023-04-10 08:00:00
ISSUE-1642,Task summary 1642,Detailed description of task 1642,In Progress,Medium,user_6,user_46,2023-03-10 09:00:00,2023-04-10 09:00:00
ISSUE-1643,Task summary 1643,Detailed description of task 1643,Done,Low,user_33,user_33,2023-03-10 10:00:00,2023-04-10 10:00:00
ISSUE-1644,Task summary 1644,Detailed description of task 1644,To Do,Medium,user_40,user_9,2023-03-10 11:00:00,2023-04-10 11:00:00
ISSUE-1645,Task summary 1645,Detailed description of task 1645,In Progress,Critical,user_32,user_23,2023-03-10 12:00:00,2023-04-10 12:00:00
ISSUE-1646,Task summary 1646,Detailed description of task 1646,Done,Medium,user_48,user_8,2023-03-10 13:00:00,2023-04-10 13:00:00
ISSUE-1647,Task summary 1647,Detailed description of task 1647,In Progress,Medium,user_46,user_44,2023-03-10 14:00:00,2023-04-10 14:00:00
ISSUE-1648,Task summary 1648,Detailed description of task 1648,Done,Low,user_15,user_37,2023-03-10 15:00:00,2023-04-10 15:00:00
ISSUE-1649,Task summary 1649,Detailed description of task 1649,Done,Medium,user_32,user_45,2023-03-10 16:00:00,2023-04-10 16:00:00
ISSUE-1650,Task summary 1650,Detailed description of task 1650,In Progress,Critical,user_1,user_45,2023-03-10 17:00:00,2023-04-10 17:00:00
ISSUE-1651,Task summary 1651,Detailed description of task 1651,In Progress,High,user_31,user_16,2023-03-10 18:00:00,2023-04-10 18:00:00
ISSUE-1652,Task summary 1652,Detailed description of task 1652,To Do,High,user_1,user_15,2023-03-10 19:00:00,2023-04-10 19:00:00
ISSUE-1653,Task summary 1653,Detailed description of task 1653,Done,High,user_38,user_32,2023-03-10 20:00:00,2023-04-10 20:00:00
ISSUE-1654,Task summary 1654,Detailed description of task 1654,To Do,Low,user_5,user_47,2023-03-10 21:00:00,2023-04-10 21:00:00
ISSUE-1655,Task summary 1655,Detailed description of task 1655,Done,Critical,user_29,user_45,2023-03-10 22:00:00,2023-04-10 22:00:00
ISSUE-1656,Task summary 1656,Detailed description of task 1656,To Do,High,user_3,user_3,2023-03-10 23:00:00,2023-04-10 23:00:00
ISSUE-1657,Task summary 1657,Detailed description of task 1657,Done,Medium,user_19,user_23,2023-03-11 00:00:00,2023-04-11 00:00:00
ISSUE-1658,Task summary 1658,Detailed description of task 1658,In Progress,High,user_17,user_36,2023-03-11 01:00:00,2023-04-11 01:00:00
ISSUE-1659,Task summary 1659,Detailed description of task 1659,In Progress,Low,user_50,user_2,2023-03-11 02:00:00,2023-04-11 02:00:00
ISSUE-1660,Task summary 1660,Detailed description of task 1660,Done,Medium,user_41,user_41,2023-03-11 03:00:00,2023-04-11 03:00:00
ISSUE-1661,Task summary 1661,Detailed description of task 1661,In Progress,High,user_1,user_11,2023-03-11 04:00:00,2023-04-11 04:00:00
ISSUE-1662,Task summary 1662,Detailed description of task 1662,To Do,Low,user_28,user_30,2023-03-11 05:00:00,2023-04-11 05:00:00
ISSUE-1663,Task summary 1663,Detailed description of task 1663,To Do,Medium,user_13,user_39,2023-03-11 06:00:00,2023-04-11 06:00:00
ISSUE-1664,Task summary 1664,Detailed description of task 1664,To Do,Medium,user_33,user_30,2023-03-11 07:00:00,2023-04-11 07:00:00
ISSUE-1665,Task summary 1665,Detailed description of task 1665,In Progress,High,user_34,user_21,2023-03-11 08:00:00,2023-04-11 08:00:00
ISSUE-1666,Task summary 1666,Detailed description of task 1666,Done,Critical,user_14,user_27,2023-03-11 09:00:00,2023-04-11 09:00:00
ISSUE-1667,Task summary 1667,Detailed description of task 1667,To Do,Critical,user_27,user_33,2023-03-11 10:00:00,2023-04-11 10:00:00
ISSUE-1668,Task summary 1668,Detailed description of task 1668,Done,Medium,user_46,user_6,2023-03-11 11:00:00,2023-04-11 11:00:00
ISSUE-1669,Task summary 1669,Detailed description of task 1669,To Do,Medium,user_25,user_10,2023-03-11 12:00:00,2023-04-11 12:00:00
ISSUE-1670,Task summary 1670,Detailed description of task 1670,Done,Medium,user_25,user_3,2023-03-11 13:00:00,2023-04-11 13:00:00
ISSUE-1671,Task summary 1671,Detailed description of task 1671,In Progress,Critical,user_14,user_44,2023-03-11 14:00:00,2023-04-11 14:00:00
ISSUE-1672,Task summary 1672,Detailed description of task 1672,In Progress,Low,user_41,user_32,2023-03-11 15:00:00,2023-04-11 15:00:00
ISSUE-1673,Task summary 1673,Detailed description of task 1673,In Progress,Low,user_36,user_18,2023-03-11 16:00:00,2023-04-11 16:00:00
ISSUE-1674,Task summary 1674,Detailed description of task 1674,To Do,High,user_41,user_19,2023-03-11 17:00:00,2023-04-11 17:00:00
ISSUE-1675,Task summary 1675,Detailed description of task 1675,In Progress,High,user_45,user_1,2023-03-11 18:00:00,2023-04-11 18:00:00
ISSUE-1676,Task summary 1676,Detailed description of task 1676,To Do,Low,user_20,user_9,2023-03-11 19:00:00,2023-04-11 19:00:00
ISSUE-1677,Task summary 1677,Detailed description of task 1677,In Progress,High,user_40,user_11,2023-03-11 20:00:00,2023-04-11 20:00:00
ISSUE-1678,Task summary 1678,Detailed description of task 1678,Done,Low,user_8,user_37,2023-03-11 21:00:00,2023-04-11 21:00:00
ISSUE-1679,Task summary 1679,Detailed description of task 1679,To Do,Medium,user_18,user_35,2023-03-11 22:00:00,2023-04-11 22:00:00
ISSUE-1680,Task summary 1680,Detailed description of task 1680,Done,Low,user_50,user_8,2023-03-11 23:00:00,2023-04-11 23:00:00
ISSUE-1681,Task summary 1681,Detailed description of task 1681,Done,High,user_11,user_45,2023-03-12 00:00:00,2023-04-12 00:00:00
ISSUE-1682,Task summary 1682,Detailed description of task 1682,To Do,High,user_45,user_39,2023-03-12 01:00:00,2023-04-12 01:00:00
ISSUE-1683,Task summary 1683,Detailed description of task 1683,In Progress,Critical,user_29,user_45,2023-03-12 02:00:00,2023-04-12 02:00:00
ISSUE-1684,Task summary 1684,Detailed description of task 1684,Done,High,user_24,user_37,2023-03-12 03:00:00,2023-04-12 03:00:00
ISSUE-1685,Task summary 1685,Detailed description of task 1685,In Progress,High,user_9,user_5,2023-03-12 04:00:00,2023-04-12 04:00:00
ISSUE-1686,Task summary 1686,Detailed description of task 1686,To Do,Medium,user_11,user_29,2023-03-12 05:00:00,2023-04-12 05:00:00
ISSUE-1687,Task summary 1687,Detailed description of task 1687,Done,Low,user_36,user_28,2023-03-12 06:00:00,2023-04-12 06:00:00
ISSUE-1688,Task summary 1688,Detailed description of task 1688,To Do,Low,user_27,user_1,2023-03-12 07:00:00,2023-04-12 07:00:00
ISSUE-1689,Task summary 1689,Detailed description of task 1689,In Progress,High,user_6,user_39,2023-03-12 08:00:00,2023-04-12 08:00:00
ISSUE-1690,Task summary 1690,Detailed description of task 1690,To Do,High,user_6,user_36,2023-03-12 09:00:00,2023-04-12 09:00:00
ISSUE-1691,Task summary 1691,Detailed description of task 1691,Done,Low,user_48,user_16,2023-03-12 10:00:00,2023-04-12 10:00:00
ISSUE-1692,Task summary 1692,Detailed description of task 1692,Done,Critical,user_40,user_4,2023-03-12 11:00:00,2023-04-12 11:00:00
ISSUE-1693,Task summary 1693,Detailed description of task 1693,In Progress,Low,user_48,user_23,2023-03-12 12:00:00,2023-04-12 12:00:00
ISSUE-1694,Task summary 1694,Detailed description of task 1694,In Progress,High,user_34,user_40,2023-03-12 13:00:00,2023-04-12 13:00:00
ISSUE-1695,Task summary 1695,Detailed description of task 1695,To Do,Low,user_32,user_6,2023-03-12 14:00:00,2023-04-12 14:00:00
ISSUE-1696,Task summary 1696,Detailed description of task 1696,In Progress,Medium,user_9,user_20,2023-03-12 15:00:00,2023-04-12 15:00:00
ISSUE-1697,Task summary 1697,Detailed description of task 1697,In Progress,Low,user_29,user_7,2023-03-12 16:00:00,2023-04-12 16:00:00
ISSUE-1698,Task summary 1698,Detailed description of task 1698,In Progress,Critical,user_23,user_30,2023-03-12 17:00:00,2023-04-12 17:00:00
ISSUE-1699,Task summary 1699,Detailed description of task 1699,In Progress,High,user_20,user_49,2023-03-12 18:00:00,2023-04-12 18:00:00
ISSUE-1700,Task summary 1700,Detailed description of task 1700,Done,Low,user_37,user_8,2023-03-12 19:00:00,2023-04-12 19:00:00
ISSUE-1701,Task summary 1701,Detailed description of task 1701,Done,Low,user_50,user_4,2023-03-12 20:00:00,2023-04-12 20:00:00
ISSUE-1702,Task summary 1702,Detailed description of task 1702,In Progress,Low,user_46,user_20,2023-03-12 21:00:00,2023-04-12 21:00:00
ISSUE-1703,Task summary 1703,Detailed description of task 1703,To Do,Medium,user_41,user_16,2023-03-12 22:00:00,2023-04-12 22:00:00
ISSUE-1704,Task summary 1704,Detailed description of task 1704,Done,Low,user_11,user_32,2023-03-12 23:00:00,2023-04-12 23:00:00
ISSUE-1705,Task summary 1705,Detailed description of task 1705,To Do,Low,user_50,user_28,2023-03-13 00:00:00,2023-04-13 00:00:00
ISSUE-1706,Task summary 1706,Detailed description of task 1706,To Do,Medium,user_23,user_15,2023-03-13 01:00:00,2023-04-13 01:00:00
ISSUE-1707,Task summary 1707,Detailed description of task 1707,Done,High,user_42,user_17,2023-03-13 02:00:00,2023-04-13 02:00:00
ISSUE-1708,Task summary 1708,Detailed description of task 1708,Done,Low,user_33,user_18,2023-03-13 03:00:00,2023-04-13 03:00:00
ISSUE-1709,Task summary 1709,Detailed description of task 1709,Done,Medium,user_30,user_21,2023-03-13 04:00:00,2023-04-13 04:00:00
ISSUE-1710,Task summary 1710,Detailed description of task 1710,Done,High,user_43,user_5,2023-03-13 05:00:00,2023-04-13 05:00:00
ISSUE-1711,Task summary 1711,Detailed description of task 1711,In Progress,Critical,user_11,user_27,2023-03-13 06:00:00,2023-04-13 06:00:00
ISSUE-1712,Task summary 1712,Detailed description of task 1712,Done,Medium,user_27,user_3,2023-03-13 07:00:00,2023-04-13 07:00:00
ISSUE-1713,Task summary 1713,Detailed description of task 1713,Done,Medium,user_10,user_40,2023-03-13 08:00:00,2023-04-13 08:00:00
ISSUE-1714,Task summary 1714,Detailed description of task 1714,Done,High,user_46,user_18,2023-03-13 09:00:00,2023-04-13 09:00:00
ISSUE-1715,Task summary 1715,Detailed description of task 1715,In Progress,Medium,user_37,user_46,2023-03-13 10:00:00,2023-04-13 10:00:00
ISSUE-1716,Task summary 1716,Detailed description of task 1716,In Progress,High,user_4,user_50,2023-03-13 11:00:00,2023-04-13 11:00:00
ISSUE-1717,Task summary 1717,Detailed description of task 1717,To Do,Critical,user_13,user_35,2023-03-13 12:00:00,2023-04-13 12:00:00
ISSUE-1718,Task summary 1718,Detailed description of task 1718,In Progress,High,user_34,user_6,2023-03-13 13:00:00,2023-04-13 13:00:00
ISSUE-1719,Task summary 1719,Detailed description of task 1719,To Do,High,user_5,user_35,2023-03-13 14:00:00,2023-04-13 14:00:00
ISSUE-1720,Task summary 1720,Detailed description of task 1720,In Progress,Critical,user_33,user_15,2023-03-13 15:00:00,2023-04-13 15:00:00
ISSUE-1721,Task summary 1721,Detailed description of task 1721,To Do,High,user_6,user_14,2023-03-13 16:00:00,2023-04-13 16:00:00
ISSUE-1722,Task summary 1722,Detailed description of task 1722,In Progress,Medium,user_20,user_45,2023-03-13 17:00:00,2023-04-13 17:00:00
ISSUE-1723,Task summary 1723,Detailed description of task 1723,Done,Low,user_15,user_35,2023-03-13 18:00:00,2023-04-13 18:00:00
ISSUE-1724,Task summary 1724,Detailed description of task 1724,In Progress,Medium,user_23,user_6,2023-03-13 19:00:00,2023-04-13 19:00:00
ISSUE-1725,Task summary 1725,Detailed description of task 1725,In Progress,High,user_45,user_5,2023-03-13 20:00:00,2023-04-13 20:00:00
ISSUE-1726,Task summary 1726,Detailed description of task 1726,Done,High,user_16,user_15,2023-03-13 21:00:00,2023-04-13 21:00:00
ISSUE-1727,Task summary 1727,Detailed description of task 1727,Done,Low,user_32,user_37,2023-03-13 22:00:00,2023-04-13 22:00:00
ISSUE-1728,Task summary 1728,Detailed description of task 1728,In Progress,Low,user_18,user_35,2023-03-13 23:00:00,2023-04-13 23:00:00
ISSUE-1729,Task summary 1729,Detailed description of task 1729,To Do,Low,user_48,user_5,2023-03-14 00:00:00,2023-04-14 00:00:00
ISSUE-1730,Task summary 1730,Detailed description of task 1730,To Do,Critical,user_21,user_23,2023-03-14 01:00:00,2023-04-14 01:00:00
ISSUE-1731,Task summary 1731,Detailed description of task 1731,In Progress,Critical,user_6,user_27,2023-03-14 02:00:00,2023-04-14 02:00:00
ISSUE-1732,Task summary 1732,Detailed description of task 1732,To Do,Critical,user_50,user_35,2023-03-14 03:00:00,2023-04-14 03:00:00
ISSUE-1733,Task summary 1733,Detailed description of task 1733,In Progress,Medium,user_47,user_45,2023-03-14 04:00:00,2023-04-14 04:00:00
ISSUE-1734,Task summary 1734,Detailed description of task 1734,To Do,Low,user_2,user_46,2023-03-14 05:00:00,2023-04-14 05:00:00
ISSUE-1735,Task summary 1735,Detailed description of task 1735,To Do,Low,user_3,user_36,2023-03-14 06:00:00,2023-04-14 06:00:00
ISSUE-1736,Task summary 1736,Detailed description of task 1736,To Do,Critical,user_38,user_14,2023-03-14 07:00:00,2023-04-14 07:00:00
ISSUE-1737,Task summary 1737,Detailed description of task 1737,To Do,Low,user_37,user_40,2023-03-14 08:00:00,2023-04-14 08:00:00
ISSUE-1738,Task summary 1738,Detailed description of task 1738,Done,Low,user_43,user_4,2023-03-14 09:00:00,2023-04-14 09:00:00
ISSUE-1739,Task summary 1739,Detailed description of task 1739,In Progress,High,user_1,user_45,2023-03-14 10:00:00,2023-04-14 10:00:00
ISSUE-1740,Task summary 1740,Detailed description of task 1740,To Do,High,user_21,user_44,2023-03-14 11:00:00,2023-04-14 11:00:00
ISSUE-1741,Task summary 1741,Detailed description of task 1741,To Do,Critical,user_11,user_4,2023-03-14 12:00:00,2023-04-14 12:00:00
ISSUE-1742,Task summary 1742,Detailed description of task 1742,Done,Low,user_49,user_6,2023-03-14 13:00:00,2023-04-14 13:00:00
ISSUE-1743,Task summary 1743,Detailed description of task 1743,To Do,High,user_47,user_5,2023-03-14 14:00:00,2023-04-14 14:00:00
ISSUE-1744,Task summary 1744,Detailed description of task 1744,To Do,High,user_19,user_45,2023-03-14 15:00:00,2023-04-14 15:00:00
ISSUE-1745,Task summary 1745,Detailed description of task 1745,In Progress,Medium,user_47,user_8,2023-03-14 16:00:00,2023-04-14 16:00:00
ISSUE-1746,Task summary 1746,Detailed description of task 1746,To Do,Low,user_48,user_12,2023-03-14 17:00:00,2023-04-14 17:00:00
ISSUE-1747,Task summary 1747,Detailed description of task 1747,In Progress,Critical,user_20,user_38,2023-03-14 18:00:00,2023-04-14 18:00:00
ISSUE-1748,Task summary 1748,Detailed description of task 1748,To Do,Low,user_11,user_14,2023-03-14 19:00:00,2023-04-14 19:00:00
ISSUE-1749,Task summary 1749,Detailed description of task 1749,Done,Critical,user_49,user_25,2023-03-14 20:00:00,2023-04-14 20:00:00
ISSUE-1750,Task summary 1750,Detailed description of task 1750,To Do,Critical,user_42,user_25,2023-03-14 21:00:00,2023-04-14 21:00:00
ISSUE-1751,Task summary 1751,Detailed description of task 1751,In Progress,Critical,user_48,user_26,2023-03-14 22:00:00,2023-04-14 22:00:00
ISSUE-1752,Task summary 1752,Detailed description of task 1752,To Do,Critical,user_35,user_45,2023-03-14 23:00:00,2023-04-14 23:00:00
ISSUE-1753,Task summary 1753,Detailed description of task 1753,To Do,Low,user_42,user_22,2023-03-15 00:00:00,2023-04-15 00:00:00
ISSUE-1754,Task summary 1754,Detailed description of task 1754,Done,High,user_31,user_4,2023-03-15 01:00:00,2023-04-15 01:00:00
ISSUE-1755,Task summary 1755,Detailed description of task 1755,To Do,Low,user_45,user_28,2023-03-15 02:00:00,2023-04-15 02:00:00
ISSUE-1756,Task summary 1756,Detailed description of task 1756,To Do,Low,user_12,user_45,2023-03-15 03:00:00,2023-04-15 03:00:00
ISSUE-1757,Task summary 1757,Detailed description of task 1757,In Progress,High,user_38,user_19,2023-03-15 04:00:00,2023-04-15 04:00:00
ISSUE-1758,Task summary 1758,Detailed description of task 1758,Done,Low,user_13,user_10,2023-03-15 05:00:00,2023-04-15 05:00:00
ISSUE-1759,Task summary 1759,Detailed description of task 1759,Done,Medium,user_22,user_14,2023-03-15 06:00:00,2023-04-15 06:00:00
ISSUE-1760,Task summary 1760,Detailed description of task 1760,To Do,High,user_1,user_10,2023-03-15 07:00:00,2023-04-15 07:00:00
ISSUE-1761,Task summary 1761,Detailed description of task 1761,Done,Low,user_8,user_30,2023-03-15 08:00:00,2023-04-15 08:00:00
ISSUE-1762,Task summary 1762,Detailed description of task 1762,Done,Low,user_45,user_15,2023-03-15 09:00:00,2023-04-15 09:00:00
ISSUE-1763,Task summary 1763,Detailed description of task 1763,To Do,Low,user_5,user_4,2023-03-15 10:00:00,2023-04-15 10:00:00
ISSUE-1764,Task summary 1764,Detailed description of task 1764,To Do,Low,user_19,user_50,2023-03-15 11:00:00,2023-04-15 11:00:00
ISSUE-1765,Task summary 1765,Detailed description of task 1765,Done,Low,user_45,user_2,2023-03-15 12:00:00,2023-04-15 12:00:00
ISSUE-1766,Task summary 1766,Detailed description of task 1766,In Progress,High,user_38,user_16,2023-03-15 13:00:00,2023-04-15 13:00:00
ISSUE-1767,Task summary 1767,Detailed description of task 1767,To Do,High,user_21,user_1,2023-03-15 14:00:00,2023-04-15 14:00:00
ISSUE-1768,Task summary 1768,Detailed description of task 1768,In Progress,Critical,user_44,user_14,2023-03-15 15:00:00,2023-04-15 15:00:00
ISSUE-1769,Task summary 1769,Detailed description of task 1769,To Do,Medium,user_40,user_15,2023-03-15 16:00:00,2023-04-15 16:00:00
ISSUE-1770,Task summary 1770,Detailed description of task 1770,To Do,Medium,user_21,user_27,2023-03-15 17:00:00,2023-04-15 17:00:00
ISSUE-1771,Task summary 1771,Detailed description of task 1771,Done,Low,user_42,user_28,2023-03-15 18:00:00,2023-04-15 18:00:00
ISSUE-1772,Task summary 1772,Detailed description of task 1772,In Progress,Medium,user_34,user_48,2023-03-15 19:00:00,2023-04-15 19:00:00
ISSUE-1773,Task summary 1773,Detailed description of task 1773,To Do,Low,user_3,user_50,2023-03-15 20:00:00,2023-04-15 20:00:00
ISSUE-1774,Task summary 1774,Detailed description of task 1774,In Progress,High,user_45,user_7,2023-03-15 21:00:00,2023-04-15 21:00:00
ISSUE-1775,Task summary 1775,Detailed description of task 1775,To Do,High,user_13,user_25,2023-03-15 22:00:00,2023-04-15 22:00:00
ISSUE-1776,Task summary 1776,Detailed description of task 1776,In Progress,Low,user_50,user_14,2023-03-15 23:00:00,2023-04-15 23:00:00
ISSUE-1777,Task summary 1777,Detailed description of task 1777,In Progress,Medium,user_12,user_31,2023-03-16 00:00:00,2023-04-16 00:00:00
ISSUE-1778,Task summary 1778,Detailed description of task 1778,To Do,Critical,user_40,user_49,2023-03-16 01:00:00,2023-04-16 01:00:00
ISSUE-1779,Task summary 1779,Detailed description of task 1779,In Progress,Low,user_12,user_33,2023-03-16 02:00:00,2023-04-16 02:00:00
ISSUE-1780,Task summary 1780,Detailed description of task 1780,Done,Low,user_40,user_45,2023-03-16 03:00:00,2023-04-16 03:00:00
ISSUE-1781,Task summary 1781,Detailed description of task 1781,In Progress,Low,user_15,user_37,2023-03-16 04:00:00,2023-04-16 04:00:00
ISSUE-1782,Task summary 1782,Detailed description of task 1782,Done,Low,user_13,user_20,2023-03-16 05:00:00,2023-04-16 05:00:00
ISSUE-1783,Task summary 1783,Detailed description of task 1783,In Progress,Critical,user_34,user_4,2023-03-16 06:00:00,2023-04-16 06:00:00
ISSUE-1784,Task summary 1784,Detailed description of task 1784,To Do,Low,user_24,user_44,2023-03-16 07:00:00,2023-04-16 07:00:00
ISSUE-1785,Task summary 1785,Detailed description of task 1785,To Do,Medium,user_1,user_18,2023-03-16 08:00:00,2023-04-16 08:00:00
ISSUE-1786,Task summary 1786,Detailed description of task 1786,Done,Critical,user_37,user_23,2023-03-16 09:00:00,2023-04-16 09:00:00
ISSUE-1787,Task summary 1787,Detailed description of task 1787,To Do,High,user_41,user_5,2023-03-16 10:00:00,2023-04-16 10:00:00
ISSUE-1788,Task summary 1788,Detailed description of task 1788,To Do,Low,user_34,user_16,2023-03-16 11:00:00,2023-04-16 11:00:00
ISSUE-1789,Task summary 1789,Detailed description of task 1789,In Progress,Medium,user_32,user_27,2023-03-16 12:00:00,2023-04-16 12:00:00
ISSUE-1790,Task summary 1790,Detailed description of task 1790,In Progress,High,user_36,user_10,2023-03-16 13:00:00,2023-04-16 13:00:00
ISSUE-1791,Task summary 1791,Detailed description of task 1791,Done,Medium,user_17,user_33,2023-03-16 14:00:00,2023-04-16 14:00:00
ISSUE-1792,Task summary 1792,Detailed description of task 1792,In Progress,Critical,user_17,user_8,2023-03-16 15:00:00,2023-04-16 15:00:00
ISSUE-1793,Task summary 1793,Detailed description of task 1793,In Progress,Critical,user_12,user_1,2023-03-16 16:00:00,2023-04-16 16:00:00
ISSUE-1794,Task summary 1794,Detailed description of task 1794,Done,Critical,user_12,user_4,2023-03-16 17:00:00,2023-04-16 17:00:00
ISSUE-1795,Task summary 1795,Detailed description of task 1795,To Do,High,user_22,user_35,2023-03-16 18:00:00,2023-04-16 18:00:00
ISSUE-1796,Task summary 1796,Detailed description of task 1796,To Do,Low,user_18,user_22,2023-03-16 19:00:00,2023-04-16 19:00:00
ISSUE-1797,Task summary 1797,Detailed description of task 1797,In Progress,Medium,user_7,user_45,2023-03-16 20:00:00,2023-04-16 20:00:00
ISSUE-1798,Task summary 1798,Detailed description of task 1798,In Progress,Low,user_33,user_26,2023-03-16 21:00:00,2023-04-16 21:00:00
ISSUE-1799,Task summary 1799,Detailed description of task 1799,Done,High,user_35,user_31,2023-03-16 22:00:00,2023-04-16 22:00:00
ISSUE-1800,Task summary 1800,Detailed description of task 1800,Done,Low,user_3,user_32,2023-03-16 23:00:00,2023-04-16 23:00:00
ISSUE-1801,Task summary 1801,Detailed description of task 1801,In Progress,Critical,user_24,user_15,2023-03-17 00:00:00,2023-04-17 00:00:00
ISSUE-1802,Task summary 1802,Detailed description of task 1802,Done,Medium,user_44,user_41,2023-03-17 01:00:00,2023-04-17 01:00:00
ISSUE-1803,Task summary 1803,Detailed description of task 1803,In Progress,Low,user_50,user_22,2023-03-17 02:00:00,2023-04-17 02:00:00
ISSUE-1804,Task summary 1804,Detailed description of task 1804,Done,Critical,user_25,user_6,2023-03-17 03:00:00,2023-04-17 03:00:00
ISSUE-1805,Task summary 1805,Detailed description of task 1805,Done,High,user_35,user_11,2023-03-17 04:00:00,2023-04-17 04:00:00
ISSUE-1806,Task summary 1806,Detailed description of task 1806,To Do,Critical,user_9,user_36,2023-03-17 05:00:00,2023-04-17 05:00:00
ISSUE-1807,Task summary 1807,Detailed description of task 1807,Done,Critical,user_38,user_42,2023-03-17 06:00:00,2023-04-17 06:00:00
ISSUE-1808,Task summary 1808,Detailed description of task 1808,To Do,Critical,user_6,user_17,2023-03-17 07:00:00,2023-04-17 07:00:00
ISSUE-1809,Task summary 1809,Detailed description of task 1809,To Do,High,user_44,user_12,2023-03-17 08:00:00,2023-04-17 08:00:00
ISSUE-1810,Task summary 1810,Detailed description of task 1810,In Progress,Medium,user_27,user_33,2023-03-17 09:00:00,2023-04-17 09:00:00
ISSUE-1811,Task summary 1811,Detailed description of task 1811,To Do,Critical,user_8,user_46,2023-03-17 10:00:00,2023-04-17 10:00:00
ISSUE-1812,Task summary 1812,Detailed description of task 1812,To Do,Medium,user_45,user_45,2023-03-17 11:00:00,2023-04-17 11:00:00
ISSUE-1813,Task summary 1813,Detailed description of task 1813,To Do,Low,user_42,user_10,2023-03-17 12:00:00,2023-04-17 12:00:00
ISSUE-1814,Task summary 1814,Detailed description of task 1814,Done,High,user_12,user_35,2023-03-17 13:00:00,2023-04-17 13:00:00
ISSUE-1815,Task summary 1815,Detailed description of task 1815,In Progress,Medium,user_36,user_7,2023-03-17 14:00:00,2023-04-17 14:00:00
ISSUE-1816,Task summary 1816,Detailed description of task 1816,Done,High,user_45,user_11,2023-03-17 15:00:00,2023-04-17 15:00:00
ISSUE-1817,Task summary 1817,Detailed description of task 1817,Done,High,user_28,user_36,2023-03-17 16:00:00,2023-04-17 16:00:00
ISSUE-1818,Task summary 1818,Detailed description of task 1818,To Do,High,user_36,user_8,2023-03-17 17:00:00,2023-04-17 17:00:00
ISSUE-1819,Task summary 1819,Detailed description of task 1819,To Do,Critical,user_43,user_34,2023-03-17 18:00:00,2023-04-17 18:00:00
ISSUE-1820,Task summary 1820,Detailed description of task 1820,To Do,Medium,user_26,user_21,2023-03-17 19:00:00,2023-04-17 19:00:00
ISSUE-1821,Task summary 1821,Detailed description of task 1821,In Progress,High,user_37,user_11,2023-03-17 20:00:00,2023-04-17 20:00:00
ISSUE-1822,Task summary 1822,Detailed description of task 1822,In Progress,Low,user_10,user_42,2023-03-17 21:00:00,2023-04-17 21:00:00
ISSUE-1823,Task summary 1823,Detailed description of task 1823,Done,Low,user_26,user_29,2023-03-17 22:00:00,2023-04-17 22:00:00
ISSUE-1824,Task summary 1824,Detailed description of task 1824,Done,Critical,user_37,user_42,2023-03-17 23:00:00,2023-04-17 23:00:00
ISSUE-1825,Task summary 1825,Detailed description of task 1825,To Do,High,user_33,user_30,2023-03-18 00:00:00,2023-04-18 00:00:00
ISSUE-1826,Task summary 1826,Detailed description of task 1826,Done,Medium,user_41,user_48,2023-03-18 01:00:00,2023-04-18 01:00:00
ISSUE-1827,Task summary 1827,Detailed description of task 1827,Done,High,user_17,user_10,2023-03-18 02:00:00,2023-04-18 02:00:00
ISSUE-1828,Task summary 1828,Detailed description of task 1828,Done,High,user_20,user_19,2023-03-18 03:00:00,2023-04-18 03:00:00
ISSUE-1829,Task summary 1829,Detailed description of task 1829,To Do,High,user_5,user_43,2023-03-18 04:00:00,2023-04-18 04:00:00
ISSUE-1830,Task summary 1830,Detailed description of task 1830,Done,Medium,user_9,user_3,2023-03-18 05:00:00,2023-04-18 05:00:00
ISSUE-1831,Task summary 1831,Detailed description of task 1831,Done,Medium,user_28,user_3,2023-03-18 06:00:00,2023-04-18 06:00:00
ISSUE-1832,Task summary 1832,Detailed description of task 1832,Done,Medium,user_20,user_28,2023-03-18 07:00:00,2023-04-18 07:00:00
ISSUE-1833,Task summary 1833,Detailed description of task 1833,In Progress,Medium,user_33,user_15,2023-03-18 08:00:00,2023-04-18 08:00:00
ISSUE-1834,Task summary 1834,Detailed description of task 1834,Done,Low,user_38,user_12,2023-03-18 09:00:00,2023-04-18 09:00:00
ISSUE-1835,Task summary 1835,Detailed description of task 1835,To Do,Low,user_40,user_5,2023-03-18 10:00:00,2023-04-18 10:00:00
ISSUE-1836,Task summary 1836,Detailed description of task 1836,Done,High,user_32,user_17,2023-03-18 11:00:00,2023-04-18 11:00:00
